Cluster,Phase,Day of Date Trap,Cluster.code,ASBs Deployed,Form.Collectionid Check,Form.Sampleid Check,form.DyeFed,form.BloodFed,form.SugarFed,Indoor,Outdoor,Male,Female,An. gambiae,An. funestus
asb163,1,12-Mar-21,163,2,5113493,5134768,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113493,5134773,1,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113542,5134251,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113542,5135769,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113542,5135773,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113542,5135774,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113542,5135775,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113542,5135777,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113542,5135778,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113542,5135779,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113542,5135780,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113546,5134795,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113546,5134796,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113546,5134798,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113546,5134799,1,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113562,5135521,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113562,5135522,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113565,5134204,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113565,5134205,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113565,5134206,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113565,5134207,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113565,5134208,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113565,5134209,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113565,5134218,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113565,5134218,1,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113565,5134219,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113565,5134220,0,0,---,0,1,0,1,,1
asb163,1,12-Mar-21,163,2,5113565,5134221,1,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5088820,5134462,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5088820,5134464,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5088820,5134468,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5088822,5134459,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5088822,5134460,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5088822,5134461,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5088944,5134916,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5088946,5132138,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5088948,5134918,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5088948,5134919,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5088948,5134924,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5088948,5134927,1,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5104020,5135047,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5104020,5135048,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5104020,5135049,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5104020,5135050,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5104020,5135051,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5104020,5135053,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5104020,5135056,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5104020,5135057,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5104020,5135062,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5104026,5135023,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5104026,5135024,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5104026,5135025,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5104026,5135027,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5104026,5135028,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5104026,5135030,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5106082,5132114,0,0,---,0,1,0,1,,1
asb194,1,12-Mar-21,194,3,5106082,5132121,1,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096691,5135347,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096691,5135348,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096691,5135349,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096699,5135484,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096699,5135485,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096699,5135486,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096699,5135487,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096699,5135488,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096699,5135490,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096699,5135491,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096699,5135492,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096699,5135493,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096866,5135397,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096866,5135399,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096866,5135401,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096866,5135402,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096866,5135404,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096866,5135408,0,1,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096866,5135410,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5096866,5135413,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5097060,5135510,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5097060,5135511,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5113974,5135494,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5113974,5135496,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5113974,5135497,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5113976,5135265,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5113976,5135268,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5113976,5135273,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5113976,5135507,0,0,---,0,1,0,1,,1
asb13,1,15-Mar-21,13,2,5113978,5135178,0,0,---,0,1,0,1,,1
asb33,1,15-Mar-21,33,3,5095894,5136458,0,0,---,0,1,0,1,,1
asb33,1,15-Mar-21,33,3,5095895,5136125,0,0,---,0,1,0,1,,1
asb33,1,15-Mar-21,33,3,5095895,5136126,0,0,---,0,1,0,1,,1
asb33,1,15-Mar-21,33,3,5095898,5136463,0,0,---,0,1,0,1,,1
asb33,1,15-Mar-21,33,3,5102696,5136684,0,0,---,0,1,0,1,,1
asb33,1,15-Mar-21,33,3,5102696,5136769,0,0,---,0,1,0,1,,1
asb33,1,15-Mar-21,33,3,5102699,5135688,0,0,---,0,1,0,1,,1
asb33,1,15-Mar-21,33,3,5102699,5135691,0,0,---,0,1,0,1,,1
asb33,1,15-Mar-21,33,3,5102699,5136260,1,0,---,0,1,0,1,,1
asb33,1,15-Mar-21,33,3,5113758,5136455,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089505,5137502,1,1,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089505,5137503,1,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089505,5137504,1,1,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089506,5138128,1,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089506,5138129,1,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089506,5138130,1,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089506,5138131,1,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089506,5138133,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089506,5138134,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089506,5138135,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089506,5138136,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089570,5137069,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089570,5137071,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089570,5137073,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089570,5137075,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089570,5137078,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089570,5137094,1,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089573,5137527,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089574,5138114,1,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089574,5138116,1,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089574,5138118,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089641,5138146,1,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089641,5138148,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089641,5138149,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089641,5138150,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089641,5138151,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089641,5138152,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089641,5138153,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089641,5138155,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089647,5137093,0,1,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089647,5137097,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089647,5137098,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089647,5137101,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089647,5137102,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089647,5137104,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089647,5137105,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089647,5137107,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089647,5137108,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089647,5137109,1,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089647,5137111,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089647,5137113,1,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089746,5137508,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089746,5137509,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089746,5137513,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089748,5137519,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089748,5137520,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089748,5137522,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089748,5137523,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089748,5137524,0,0,---,0,1,0,1,,1
asb45,1,15-Mar-21,45,2,5089748,5137525,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5094986,5136384,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5094986,5136388,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5094988,5134228,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5094988,5136369,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5094988,5136370,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5094988,5136371,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5094992,5136567,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5094992,5136568,0,1,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5094992,5136569,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5094992,5136570,0,1,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5094992,5136571,0,1,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5094992,5136573,0,1,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5094992,5136574,0,1,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5094992,5136577,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5094992,5136578,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5094992,5136581,1,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5094992,5136582,1,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097538,5136378,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097538,5136379,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097538,5136380,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097538,5136381,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097546,5136519,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097546,5136520,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097549,5135922,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097549,5135926,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097549,5135926,1,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097606,5136555,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097606,5136556,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097606,5136557,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097606,5136559,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097606,5136561,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097606,5136564,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097606,5136566,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097610,5135928,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097610,5135929,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097610,5135930,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097610,5135931,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097610,5135932,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097610,5135933,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097610,5135934,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097779,5136545,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097779,5136548,1,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097787,5136618,1,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097787,5136619,1,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097787,5136621,0,1,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097787,5136624,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097787,5136625,0,0,---,0,1,0,1,,1
asb77,1,15-Mar-21,77,2,5097787,5136628,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096088,5137330,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096088,5137331,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096146,5136881,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096146,5136882,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096320,5137324,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096320,5137325,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096320,5137326,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096320,5137328,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096468,5136951,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096468,5136954,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096468,5136955,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096468,5136956,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096468,5136957,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096468,5136958,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096468,5136964,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096469,5137310,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096469,5137312,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096469,5137314,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096469,5137317,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096469,5137319,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096469,5137321,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096473,5137329,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096474,5137441,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096474,5137446,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096474,5137447,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096474,5137452,1,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096475,5137436,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096475,5137440,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096475,5137443,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096475,5137451,1,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096475,5137454,1,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096486,5136945,0,0,---,0,1,0,1,,1
asb84,1,15-Mar-21,84,3,5096486,5136949,0,0,---,0,1,0,1,,1
asb143,1,15-Mar-21,143,2,5097965,5135457,0,0,---,0,1,0,1,,1
asb143,1,15-Mar-21,143,2,5097969,5135158,0,0,---,0,1,0,1,,1
asb143,1,15-Mar-21,143,2,5097969,5135159,0,0,---,0,1,0,1,,1
asb143,1,15-Mar-21,143,2,5097969,5135160,0,0,---,0,1,0,1,,1
asb143,1,15-Mar-21,143,2,5099452,5135458,0,0,---,0,1,0,1,,1
asb143,1,15-Mar-21,143,2,5112986,5135793,0,0,---,0,1,0,1,,1
asb143,1,15-Mar-21,143,2,5112986,5135853,0,0,---,0,1,0,1,,1
asb143,1,15-Mar-21,143,2,5112986,5135854,0,0,---,0,1,0,1,,1
asb143,1,15-Mar-21,143,2,5112989,5135803,0,0,---,0,1,0,1,,1
asb143,1,15-Mar-21,143,2,5112990,5135819,0,0,---,0,1,0,1,,1
asb143,1,15-Mar-21,143,2,5112990,5135820,0,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5079360,5135870,0,1,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5079360,5135872,0,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5079394,5135875,1,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5079394,5135876,0,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5079394,5135877,0,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5079394,5135878,0,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5079394,5135880,0,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5079394,5135881,0,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5079396,5135893,0,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5079396,5135894,0,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5079396,5135895,0,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5080814,5135470,0,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5080816,5135889,0,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5080816,5135890,0,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5080959,5135376,0,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5080959,5135461,0,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5080959,5135462,0,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5080959,5135464,0,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5080959,5135465,0,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5080959,5135466,0,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5080959,5135468,1,0,---,0,1,0,1,,1
asb151,1,15-Mar-21,151,3,5080959,5135827,0,0,---,0,1,0,1,,1
asb158,1,15-Mar-21,158,3,5089373,5135256,0,0,---,0,1,0,1,,1
asb158,1,15-Mar-21,158,3,5089373,5135257,0,1,---,0,1,0,1,,1
asb158,1,15-Mar-21,158,3,5089375,5135214,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5080796,5137500,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5080796,5163448,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5080798,5137650,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5080804,5137497,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5080809,5137641,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5080809,5137645,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5080809,5137646,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5080809,5137648,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5080812,5137737,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5080812,5137738,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5080812,5137739,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113496,5137713,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113496,5137714,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113496,5137715,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113498,5137665,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113498,5137668,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113498,5137670,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113498,5137671,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113510,5137477,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113510,5137479,1,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113510,5137480,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113510,5137482,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113510,5137485,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113510,5137487,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113510,5137488,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113510,5137489,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113510,5137490,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113512,5137726,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113512,5137727,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113512,5137728,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113512,5137729,0,0,---,0,1,0,1,,1
asb163,1,15-Mar-21,163,2,5113512,5137730,0,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088824,5137805,0,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088824,5137806,0,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088824,5137807,0,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088824,5137808,0,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088824,5137809,0,1,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088824,5137810,0,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088824,5137811,0,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088824,5137812,0,1,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088824,5137813,0,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088824,5137814,0,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088824,5137815,0,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088824,5137817,0,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088824,5137818,0,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088824,5137819,0,1,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088824,5137820,0,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088824,5137821,0,1,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088824,5137822,0,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088824,5137823,0,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088824,5137824,0,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088826,5136685,1,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088826,5136686,1,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088826,5136687,1,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088826,5136688,0,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088828,5137781,1,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088828,5137782,0,0,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088828,5137783,0,1,---,0,1,0,1,,1
asb194,1,15-Mar-21,194,3,5088828,5137784,0,0,---,0,1,0,1,,1
