Study Sites,Month,Year,Date,Species,Method,Room#/Poste ,# sleeper,Position,NightFrames,NightFrames_2,mosquito ID,Parity,fed/unfed,ELISA,Species
Korea,October,2016,20-Oct-2016,GA,HLC,1,,Outside,22h-00h,,1,P,Unfed,Negatif,ND
Korea,October,2016,20-Oct-2016,GA,HLC,1,,Outside,22h-00h,,2,P,Unfed,Negatif,ND
Korea,October,2016,20-Oct-2016,GA,HLC,1,,Inside,22h-00h,,3,NR,Fed,ND,ND
Korea,October,2016,20-Oct-2016,GA,HLC,1,,Inside,00h-02h,,4,P,Unfed,ND,ND
Korea,October,2016,20-Oct-2016,GA,HLC,1,,Inside,00h-02h,,5,P,Unfed,ND,ND
Korea,October,2016,20-Oct-2016,GA,HLC,1,,Inside,04H-06h,,6,P,Unfed,ND,ND
Korea,October,2016,20-Oct-2016,GA,HLC,2,,Inside,00h-02h,,7,P,Unfed,ND,ND
Korea,October,2016,20-Oct-2016,GA,HLC,2,,Inside,00h-02h,,8,P,Unfed,ND,ND
Krékrélo,October,2016,21-Oct-2016,GA,HLC,1,,Outside,20h-22h,,1,P,Unfed,Negatif,ND
Krékrélo,October,2016,21-Oct-2016,GA,HLC,1,,Outside,22h-00h,,2,P,Unfed,Negatif,ND
Krékrélo,October,2016,21-Oct-2016,GA,HLC,1,,Outside,22h-00h,,3,P,Unfed,Negatif,ND
Krékrélo,October,2016,21-Oct-2016,GA,HLC,1,,Outside,22h-00h,,4,P,Fed,Negatif,ND
Krékrélo,October,2016,21-Oct-2016,GA,HLC,1,,Inside,00h-02h,,5,P,Unfed,ND,ND
Krékrélo,October,2016,21-Oct-2016,GA,HLC,1,,Inside,04H-06h,,6,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Outside,20h-22h,,1,P,Unfed,Negatif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Outside,22h-00h,,2,NP,Unfed,Positif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Outside,22h-00h,,3,P,Unfed,Negatif,M
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Outside,22h-00h,,4,P,Unfed,Negatif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Outside,22h-00h,,5,P,Unfed,Negatif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Outside,00h-02h,,6,P,Unfed,Negatif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Outside,00h-02h,,7,P,Unfed,Negatif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Outside,00h-02h,,8,P,Unfed,Negatif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Outside,00h-02h,,9,P,Unfed,Positif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Outside,00h-02h,,10,NR,Fed,Negatif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Outside,22h-00h,,11,P,Unfed,Negatif,G
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Outside,22h-00h,,12,NP,Unfed,Negatif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Outside,00h-02h,,13,P,Unfed,Negatif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Outside,00h-02h,,14,P,Unfed,Negatif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Outside,00h-02h,,15,P,Unfed,Negatif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Outside,00h-02h,,16,P,Unfed,Negatif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Outside,00h-02h,,17,P,Unfed,Negatif,G
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Outside,00h-02h,,18,NR,Fed,Negatif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Outside,02h-04h,,19,P,Unfed,Positif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Outside,02h-04h,,20,P,Unfed,Negatif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Outside,02h-04h,,21,P,Unfed,Negatif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Outside,02h-04h,,22,P,Unfed,Negatif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Outside,02h-04h,,23,NR,Fed,Negatif,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,20h-22h,,24,P,Unfed,ND,M
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,20h-22h,,25,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,22h-00h,,26,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,22h-00h,,27,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,22h-00h,,28,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,22h-00h,,29,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,22h-00h,,30,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,22h-00h,,31,P,Unfed,ND,G
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,22h-00h,,32,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,00h-02h,,33,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,00h-02h,,34,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,00h-02h,,35,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,00h-02h,,36,P,Unfed,ND,M
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,00h-02h,,37,NR,Fed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,02h-04h,,38,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,02h-04h,,39,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,02h-04h,,40,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,02h-04h,,41,P,Unfed,ND,G
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,02h-04h,,42,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,02h-04h,,43,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,02h-04h,,44,NR,Fed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,02h-04h,,45,NR,Fed,ND,M
Madina,October,2016,21-Oct-2016,GA,HLC,2,,Inside,02h-04h,,46,NR,Fed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,22h-00h,,47,p,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,22h-00h,,48,p,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,22h-00h,,49,p,Unfed,ND,G
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,22h-00h,,50,p,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,22h-00h,,51,NR,Fed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,22h-00h,,52,NR,Fed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,00h-02h,,53,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,00h-02h,,54,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,00h-02h,,55,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,00h-02h,,56,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,00h-02h,,57,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,00h-02h,,58,P,Unfed,ND,M
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,00h-02h,,59,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,00h-02h,,60,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,00h-02h,,61,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,00h-02h,,62,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,00h-02h,,63,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,00h-02h,,64,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,00h-02h,,65,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,02h-04h,,66,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,02h-04h,,67,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,02h-04h,,68,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,02h-04h,,69,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,02h-04h,,70,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,02h-04h,,71,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,02h-04h,,72,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,02h-04h,,73,NP,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,02h-04h,,74,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,02h-04h,,75,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,02h-04h,,76,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,02h-04h,,77,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,02h-04h,,78,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,02h-04h,,79,NR,Fed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,02h-04h,,80,NR,Fed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,02h-04h,,81,NR,Fed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,02h-04h,,82,NR,Fed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,04H-06h,,83,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,04H-06h,,84,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,04H-06h,,85,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,04H-06h,,86,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,04H-06h,,87,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,04H-06h,,88,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,04H-06h,,89,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,04H-06h,,90,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,04H-06h,,91,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,04H-06h,,92,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,04H-06h,,93,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,04H-06h,,94,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,04H-06h,,95,P,Unfed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,04H-06h,,96,NR,Fed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,04H-06h,,97,NR,Fed,ND,ND
Madina,October,2016,21-Oct-2016,GA,HLC,1,,Inside,04H-06h,,98,NR,Fed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Outside,20h-22h,,1,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Outside,20h-22h,,2,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Outside,20h-22h,,3,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Outside,22h-00h,,4,P,Unfed,Negatif,M
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Outside,22h-00h,,5,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Outside,22h-00h,,6,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Outside,22h-00h,,7,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Outside,22h-00h,,8,NR,Fed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,9,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,10,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,11,P,Unfed,Negatif,G
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,12,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,13,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,14,P,Unfed,Negatif,M
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,15,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,16,NR,Fed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Outside,22h-00h,,17,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Outside,22h-00h,,18,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Outside,22h-00h,,19,P,Unfed,Negatif,G
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Outside,22h-00h,,20,NR,Fed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,21,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,22,P,Unfed,Negatif,M
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,23,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,24,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,25,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,26,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,27,NP,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,28,P,Unfed,Negatif,G
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,29,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,30,P,Unfed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,31,NR,Fed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,32,NR,Fed,Negatif,M
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,33,NR,Fed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,34,NR,Fed,Negatif,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Inside,20h-22h,,35,P,Unfed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Inside,22h-00h,,36,P,Unfed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Inside,22h-00h,,37,P,Unfed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Inside,22h-00h,,38,P,Unfed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Inside,00h-02h,,39,P,Unfed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Inside,00h-02h,,40,P,Unfed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Inside,00h-02h,,41,P,Unfed,ND,G
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Inside,00h-02h,,42,P,Unfed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Inside,00h-02h,,43,NR,Fed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Inside,02h-04h,,44,P,Unfed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Inside,02h-04h,,45,P,Unfed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Inside,02h-04h,,46,P,Unfed,ND,M
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Inside,02h-04h,,47,P,Unfed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,2,,Inside,02h-04h,,48,P,Unfed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Inside,22h-00h,,49,P,Unfed,ND,G
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Inside,22h-00h,,50,P,Unfed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Inside,22h-00h,,51,P,Unfed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Inside,22h-00h,,52,P,Unfed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Inside,00h-02h,,53,P,Unfed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Inside,00h-02h,,54,P,Unfed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Inside,00h-02h,,55,P,Unfed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Inside,00h-02h,,56,NR,Unfed,ND,ND
Nianganabougou,October,2016,22-Oct-2016,GA,HLC,1,,Inside,00h-02h,,57,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,20h-22h,,1,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,20h-22h,,2,P,Unfed,Positif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,20h-22h,,3,NR,Fed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,20h-22h,,4,NR,Fed,Negatif,M
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,22h-00h,,5,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,22h-00h,,6,P,Unfed,Positif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,22h-00h,,7,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,22h-00h,,8,P,Unfed,Negatif,M
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,22h-00h,,9,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,22h-00h,,10,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,00h-02h,,11,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,00h-02h,,12,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,00h-02h,,13,P,Unfed,Negatif,G
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,00h-02h,,14,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,00h-02h,,15,P,Unfed,Positif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,00h-02h,,16,Fed,Fed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,00h-02h,,17,Fed,Fed,Negatif,M
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,00h-02h,,18,Fed,Fed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,00h-02h,,19,Fed,Fed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,20,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,21,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,22,P,Unfed,Negatif,G
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,23,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,24,P,Unfed,Positif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,25,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,26,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,27,P,Unfed,Negatif,M
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,28,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,29,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,30,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,02h-04h,,31,P,Unfed,Negatif,M
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,04H-06h,,32,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,04H-06h,,33,NP,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,04H-06h,,34,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,04H-06h,,35,P,Unfed,Positif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,04H-06h,,36,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,04H-06h,,37,NR,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,04H-06h,,38,NR,Unfed,Negatif,G
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Outside,04H-06h,,39,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,20h-22h,,40,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,20h-22h,,41,P,Unfed,Negatif,M
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,22h-00h,,42,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,22h-00h,,43,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,22h-00h,,44,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,22h-00h,,45,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,22h-00h,,46,P,Unfed,Negatif,G
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,22h-00h,,47,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,22h-00h,,48,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,22h-00h,,49,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,22h-00h,,50,NR,Fed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,22h-00h,,51,NR,Fed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,52,NR,Fed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,53,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,54,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,55,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,56,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,57,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,58,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,59,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,60,NP,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,61,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,62,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,63,P,Unfed,Positif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,64,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,65,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,66,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,00h-02h,,67,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,68,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,69,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,70,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,71,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,72,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,73,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,74,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,75,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,76,P,Unfed,Negatif,ND
