Study Sites,Month,Year,Date,Species,Method,Room#/Poste ,# sleeper,Position,NightFrames,NightFrames_2,mosquito ID,Parity,fed/unfed,ELISA,Species
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,77,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,78,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,79,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,80,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,81,NR,Fed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,82,NR,Fed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,83,NR,Fed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,02h-04h,,84,NR,Fed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,04H-06h,,85,NR,Fed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,04H-06h,,86,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,04H-06h,,87,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,04H-06h,,88,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,04H-06h,,89,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,04H-06h,,90,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,04H-06h,,91,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,04H-06h,,92,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,04H-06h,,93,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,04H-06h,,94,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,04H-06h,,95,P,Unfed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,04H-06h,,96,NR,Fed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Outside,04H-06h,,97,NR,Fed,Negatif,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,20h-22h,,98,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,20h-22h,,99,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,20h-22h,,100,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,22h-00h,,101,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,22h-00h,,102,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,22h-00h,,103,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,22h-00h,,104,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,22h-00h,,105,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,22h-00h,,106,NR,Fed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,00h-02h,,107,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,00h-02h,,108,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,00h-02h,,109,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,00h-02h,,110,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,00h-02h,,111,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,00h-02h,,112,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,00h-02h,,113,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,00h-02h,,114,NR,Fed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,02h-04h,,115,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,02h-04h,,116,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,02h-04h,,117,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,02h-04h,,118,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,02h-04h,,119,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,02h-04h,,120,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,02h-04h,,121,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,02h-04h,,122,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,02h-04h,,123,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,02h-04h,,124,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,02h-04h,,125,NR,Fed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,04H-06h,,126,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,04H-06h,,127,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,04H-06h,,128,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,04H-06h,,129,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,04H-06h,,130,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,04H-06h,,131,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,04H-06h,,132,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,2,,Inside,04H-06h,,133,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Inside,22h-00h,,134,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Inside,22h-00h,,135,NR,Fed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Inside,22h-00h,,136,NR,Fed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Inside,22h-00h,,137,NR,Fed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Inside,00h-02h,,138,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Inside,00h-02h,,139,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Inside,00h-02h,,140,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Inside,00h-02h,,141,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Inside,00h-02h,,142,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Inside,00h-02h,,143,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Inside,00h-02h,,144,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Inside,02h-04h,,145,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Inside,02h-04h,,146,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Inside,02h-04h,,147,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Inside,02h-04h,,148,NR,Fed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Inside,02h-04h,,149,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Inside,04H-06h,,150,NR,Unfed,ND,ND
Sambadani,October,2016,22-Oct-2016,GA,HLC,1,,Inside,04H-06h,,151,NR,Unfed,ND,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,2,,Outside,00h-02h,,1,P,Unfed,Negatif,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,2,,Outside,00h-02h,,2,P,Unfed,Negatif,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,2,,Outside,00h-02h,,3,P,Unfed,Negatif,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,2,,Outside,00h-02h,,4,P,Unfed,Negatif,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,2,,Outside,02h-04h,,5,P,Unfed,Negatif,M
Sirakele,October,2016,23-Oct-2016,GA,HLC,2,,Outside,02h-04h,,6,NR,Fed,Negatif,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Outside,22h-00h,,7,P,Unfed,Negatif,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Outside,00h-02h,,8,P,Unfed,Negatif,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Outside,00h-02h,,9,NR,Fed,Negatif,G
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Outside,02h-04h,,10,P,Unfed,Negatif,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Outside,02h-04h,,11,P,Unfed,Negatif,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Outside,02h-04h,,12,P,Unfed,Negatif,M
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Outside,02h-04h,,13,P,Unfed,Negatif,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Outside,02h-04h,,14,P,Unfed,Negatif,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Inside,20h-22h,,15,NP,Unfed,ND,M
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Inside,20h-22h,,16,P,Unfed,ND,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Inside,22h-00h,,17,P,Unfed,ND,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Inside,22h-00h,,18,P,Unfed,ND,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Inside,00h-02h,,19,P,Unfed,ND,M
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Inside,00h-02h,,20,P,Unfed,ND,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Inside,00h-02h,,21,NR,Fed,ND,G
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Inside,02h-04h,,22,P,Unfed,ND,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Inside,02h-04h,,23,P,Unfed,ND,M
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Inside,02h-04h,,24,P,Unfed,ND,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Inside,02h-04h,,25,P,Unfed,ND,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Inside,02h-04h,,26,P,Unfed,ND,G
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Inside,04H-06h,,27,P,Unfed,ND,M
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Inside,04H-06h,,28,P,Unfed,ND,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Inside,04H-06h,,29,NR,Fed,ND,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Inside,04H-06h,,30,NR,Fed,ND,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Inside,04H-06h,,31,P,Unfed,ND,ND
Sirakele,October,2016,23-Oct-2016,GA,HLC,1,,Inside,04H-06h,,32,P,Unfed,ND,M
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,20h-22h,,1,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,20h-22h,,2,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,20h-22h,,3,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,22h-00h,,4,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,22h-00h,,5,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,00h-02h,,6,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,00h-02h,,7,P,Unfed,Negatif,M
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,00h-02h,,8,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,00h-02h,,9,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,00h-02h,,10,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,00h-02h,,11,NR,Fed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,02h-04h,,12,P,Unfed,Negatif,M
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,02h-04h,,13,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,02h-04h,,14,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,02h-04h,,15,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,02h-04h,,16,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,02h-04h,,17,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,02h-04h,,18,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,02h-04h,,19,P,Unfed,Negatif,M
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,02h-04h,,20,NR,Fed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,04H-06h,,21,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,04H-06h,,22,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,04H-06h,,23,P,Unfed,Negatif,G
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,04H-06h,,24,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,04H-06h,,25,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,04H-06h,,26,P,Unfed,Negatif,M
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,04H-06h,,27,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Outside,04H-06h,,28,NR,Fed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,20h-22h,,29,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,22h-00h,,30,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,22h-00h,,31,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,22h-00h,,32,P,Unfed,Negatif,M
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,22h-00h,,33,NR,Fed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,22h-00h,,34,NR,Fed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,00h-02h,,35,P,Unfed,Negatif,G
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,00h-02h,,36,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,00h-02h,,37,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,00h-02h,,38,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,02h-04h,,39,P,Unfed,Negatif,M
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,02h-04h,,40,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,02h-04h,,41,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,02h-04h,,42,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,02h-04h,,43,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,02h-04h,,44,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,02h-04h,,45,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,02h-04h,,46,P,Unfed,Negatif,G
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,02h-04h,,47,NR,Fed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,02h-04h,,48,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,02h-04h,,49,P,Unfed,Negatif,M
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,04H-06h,,50,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,04H-06h,,51,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,04H-06h,,52,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,04H-06h,,53,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,04H-06h,,54,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,04H-06h,,55,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Outside,04H-06h,,56,P,Unfed,Negatif,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,20h-22h,,57,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,20h-22h,,58,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,20h-22h,,59,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,22h-00h,,60,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,22h-00h,,61,NR,Fed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,00h-02h,,62,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,00h-02h,,63,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,00h-02h,,64,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,00h-02h,,65,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,00h-02h,,66,NR,Fed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,02h-04h,,67,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,02h-04h,,68,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,02h-04h,,69,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,02h-04h,,70,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,02h-04h,,71,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,02h-04h,,72,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,04H-06h,,73,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,04H-06h,,74,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,04H-06h,,75,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,04H-06h,,76,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,1,,Inside,04H-06h,,77,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,20h-22h,,78,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,20h-22h,,79,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,20h-22h,,80,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,20h-22h,,81,NR,Fed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,22h-00h,,82,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,22h-00h,,83,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,22h-00h,,84,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,22h-00h,,85,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,22h-00h,,86,NR,Fed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,22h-00h,,87,NR,Fed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,22h-00h,,88,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,00h-02h,,89,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,00h-02h,,90,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,00h-02h,,91,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,00h-02h,,92,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,00h-02h,,93,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,00h-02h,,94,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,00h-02h,,95,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,00h-02h,,96,NR,Fed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,00h-02h,,97,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,00h-02h,,98,NR,Fed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,02h-04h,,99,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,02h-04h,,100,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,02h-04h,,101,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,02h-04h,,102,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,02h-04h,,103,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,02h-04h,,104,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,02h-04h,,105,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,02h-04h,,106,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,02h-04h,,107,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,04H-06h,,108,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,04H-06h,,109,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,04H-06h,,110,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,04H-06h,,111,P,Unfed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,04H-06h,,112,NR,Fed,ND,ND
Tiko,October,2016,23-Oct-2016,GA,HLC,2,,Inside,04H-06h,,113,NR,Fed,ND,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,20h-22h,,1,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,20h-22h,,2,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,20h-22h,,3,P,Unfed,Negatif,M
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,20h-22h,,4,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,20h-22h,,5,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,20h-22h,,6,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,20h-22h,,7,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,20h-22h,,8,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,20h-22h,,9,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,22h-00h,,10,P,Unfed,Negatif,M
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,22h-00h,,11,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,22h-00h,,12,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,22h-00h,,13,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,22h-00h,,14,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,22h-00h,,15,P,Unfed,Negatif,M
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,22h-00h,,16,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,22h-00h,,17,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,22h-00h,,18,NR,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,22h-00h,,19,NR,Fed,Negatif,G
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,22h-00h,,20,NR,Fed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,00h-02h,,21,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,00h-02h,,22,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,00h-02h,,23,P,Unfed,Negatif,M
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,00h-02h,,24,P,Unfed,Negatif,ND
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,00h-02h,,25,P,Unfed,Negatif,G
Trekourou,October,2016,24-Oct-2016,GA,HLC,1,,Outside,00h-02h,,26,P,Unfed,Negatif,ND
