year,Month,Date,Vilage,Location,Dedication,Intrvention,Trap,1 Station female,2 Station female,3 Station female,4 Station female,5 Station female,6 Station female,7 Station female,8 Station female,9 Station female,10 Station female,,,,1 Station male,2 Station male,3 Station male,4 Station male,5 Station male,6 Station male,7 Station male,8 Station male,9 Station male,10 Station male,,,,CDC suplementary catch male,CDC suplementary catch female,,tot f,tot m,,Sample PCR species ident.,An. coluzzi,An. gambiae s.s.,,Sample age grading,>3 gon. Cyc.,< 3 gon. Cyc.,,Sample Anthrone females,Sample Anthrone males,Anthrone positive females,Anthrone positive males,,Sample ELISA,ELISA positive,,Remarcs,,,,
16,11,12,Tiko,inside,Con.,NO,CDC,7,2,15,19,23,6,8,5,17,2,,,,0,1,1,2,0,0,0,0,1,0,,,,,,,104,5,,3,2,,,20,6,,,,,,,,5,0,,,,,,
16,11,13,Kignele,inside,Con.,NO,CDC,25,15,3,10,26,11,14,8,36,5,,,,5,2,0,3,0,1,1,0,8,0,,,,,,,153,20,,3,1,,,10,5,,,,,,,,5,0,,,,,,
16,11,13,Trekrouba,inside,Con.,NO,CDC,5,17,11,6,30,41,28,25,9,7,,,,1,2,2,0,5,2,4,3,0,1,,,,,,,179,20,,3,2,,,20,9,,,,,,,,5,0,,,,,,
16,11,14,Balandougou,inside,Con.,NO,CDC,1,4,3,8,14,2,1,7,18,12,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,70,1,,3,3,,,10,6,,,,,,,,0,0,,,,,,
16,11,15,Krekrelo,inside,Con.,NO,CDC,4,3,0,2,8,10,3,17,6,2,,,,0,1,0,0,0,0,0,2,1,0,,,,,,,55,4,,3,2,,,10,4,,,,,,,,0,0,,,,,,
16,11,15,Korea,inside,Con.,NO,CDC,14,3,5,0,4,16,20,5,8,13,,,,0,0,0,0,0,2,0,0,0,0,,,,,,,88,2,,3,3,,,10,5,,,,,,,,0,0,,,,,,
16,11,17,Farabale,inside,Con.,NO,CDC,0,4,15,7,3,21,28,12,8,15,,,,0,0,1,0,0,0,3,0,0,1,,,,,,,113,5,,3,2,,,10,2,,,,,,,,5,0,,,,,,
16,11,17,Cissebougou,inside,Con.,NO,CDC,11,19,25,16,37,28,40,32,14,48,,,,1,2,0,3,0,1,2,0,0,3,,,,,,,270,12,,3,1,,,20,3,,,,,,,,10,0,,,,,,
16,11,18,Trekrou,inside,Con.,NO,CDC,18,5,9,3,9,15,26,14,19,22,,,,2,1,0,0,2,0,5,1,3,2,,,,,,,140,16,,3,1,,,20,6,,,,,,,,5,0,,,,,,
16,11,18,Sirakele,inside,Con.,NO,CDC,6,2,5,12,1,7,4,27,23,8,,,,0,0,0,2,1,0,0,2,0,1,,,,,,,95,6,,3,2,,,10,3,,,,,,,,7,0,,,,,,
16,11,19,Balala,inside,Con.,NO,CDC,2,1,8,20,5,26,11,3,6,1,,,,0,0,0,2,0,1,0,1,0,0,,,,,,,83,4,,3,3,,,10,4,,,,,,,,0,0,,,,,,
16,11,19,Sambadani,inside,Con.,NO,CDC,20,4,13,9,25,37,16,21,7,43,,,,3,0,1,0,0,1,0,2,0,3,,,,,,,195,10,,3,3,,,20,5,,,,,,,,10,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818,129,,42,30,,,200,71,,,,,,,,67,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,12,14,Madina,inside,Con.,NO,CDC,2,5,3,1,26,7,3,0,9,15,,,,1,0,0,0,5,0,0,0,0,2,,,,,,,71,8,,3,2,,,10,3,,,,,,,,5,0,,,,,,
16,12,14,Nianguanabougou,inside,Con.,NO,CDC,15,3,5,8,7,34,5,28,39,24,,,,2,0,1,0,0,2,0,3,3,2,,,,,,,168,13,,3,3,,,10,4,,,,,,,,5,0,,,,,,
16,12,12,Tiko,inside,Con.,NO,CDC,2,5,14,23,3,0,21,1,6,5,,,,0,0,0,2,0,0,0,0,0,0,,,,,,,80,2,,3,2,,,10,1,,,,,,,,5,0,,,,,,
16,12,12,Kignele,inside,Con.,NO,CDC,5,33,9,21,16,8,3,27,14,40,,,,0,2,1,3,0,1,0,2,0,3,,,,,,,176,12,,3,2,,,10,5,,,,,,,,5,0,,,,,,
16,12,12,Trekrouba,inside,Con.,NO,CDC,7,20,48,13,24,40,12,8,34,59,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,265,0,,3,3,,,10,1,,,,,,,,7,0,,,,,,
16,12,14,Balandougou,inside,Con.,NO,CDC,0,3,1,4,0,4,1,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,14,0,,3,1,,,0,0,,,,,,,,5,0,,,,,,
16,12,14,Krekrelo,inside,Con.,NO,CDC,1,0,4,3,0,10,2,0,8,15,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,43,0,,3,2,,,5,2,,,,,,,,5,0,,,,,,
16,12,15,Korea,inside,Con.,NO,CDC,3,1,9,2,0,6,2,0,21,3,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,47,0,,3,3,,,5,0,,,,,,,,5,0,,,,,,
16,12,15,Farabale,inside,Con.,NO,CDC,0,2,0,5,5,0,14,3,3,1,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,33,1,,3,3,,,0,0,,,,,,,,5,0,,,,,,
16,12,16,Cissebougou,inside,Con.,NO,CDC,5,30,4,10,8,2,0,13,2,19,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,93,0,,3,2,,,10,3,,,,,,,,5,0,,,,,,
16,12,16,Trekrou,inside,Con.,NO,CDC,4,10,17,5,1,18,35,7,3,20,,,,0,2,2,0,1,2,4,0,0,2,,,,,,,120,13,,3,1,,,10,2,,,,,,,,5,0,,,,,,
16,12,17,Sirakele,inside,Con.,NO,CDC,1,0,4,1,0,5,1,0,2,7,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,21,0,,3,2,,,0,0,,,,,,,,5,0,,,,,,
16,12,17,Balala,inside,Con.,NO,CDC,0,5,3,0,16,2,1,0,4,4,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,35,0,,3,3,,,10,5,,,,,,,,5,1,,,,,,
16,12,18,Sambadani,inside,Con.,NO,CDC,2,14,8,3,0,1,18,5,2,8,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,61,1,,3,2,,,10,1,,,,,,,,5,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227,50,,42,31,,,100,27,,,,,,,,72,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1,9,Madina,inside,Con.,NO,CDC,2,0,0,5,0,10,0,1,5,0,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,23,1,,3,3,,,10,3,,,,,,,,0,0,,,,,,
17,1,9,Nianguanabougou,inside,Con.,NO,CDC,5,0,3,10,4,2,0,8,1,14,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,47,1,,3,3,,,10,2,,,,,,,,5,0,,,,,,
17,1,11,Tiko,inside,Con.,NO,CDC,2,0,5,1,8,3,1,0,5,11,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,36,0,,3,3,,,10,3,,,,,,,,5,0,,,,,,
17,1,12,Kignele,inside,Con.,NO,CDC,2,5,7,1,0,10,31,28,13,22,,,,0,0,1,0,0,0,3,2,0,1,,,,,,,119,7,,3,2,,,10,1,,,,,,,,5,0,,,,,,
17,1,12,Trekrouba,inside,Con.,NO,CDC,12,1,27,35,9,5,20,6,19,24,,,,1,0,2,4,0,0,2,0,1,2,,,,,,,158,12,,3,3,,,10,3,,,,,,,,5,0,,,,,,
17,1,13,Balandougou,inside,Con.,NO,CDC,1,0,0,0,3,0,0,1,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,5,0,,3,3,,,0,0,,,,,,,,4,0,,,,,,
17,1,13,Krekrelo,inside,Con.,NO,CDC,0,0,1,0,1,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,3,0,,3,3,,,0,0,,,,,,,,2,0,,,,,,
17,1,15,Korea,inside,Con.,NO,CDC,1,0,4,0,0,6,1,1,2,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,15,0,,3,2,,,10,1,,,,,,,,5,0,,,,,,
17,1,15,Farabale,inside,Con.,NO,CDC,0,3,0,0,2,0,6,1,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,12,0,,3,3,,,5,2,,,,,,,,5,0,,,,,,
17,1,16,Cissebougou,inside,Con.,NO,CDC,4,1,0,0,6,0,9,1,0,5,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,26,0,,3,3,,,10,7,,,,,,,,0,0,,,,,,
17,1,16,Trekrou,inside,Con.,NO,CDC,1,9,5,1,0,8,17,5,7,13,,,,0,1,0,0,0,0,3,0,0,0,,,,,,,66,4,,3,2,,,10,3,,,,,,,,5,0,,,,,,
17,1,17,Sirakele,inside,Con.,NO,CDC,0,0,0,1,0,5,0,4,2,3,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,15,0,,3,3,,,5,1,,,,,,,,5,0,,,,,,
17,1,17,Balala,inside,Con.,NO,CDC,4,0,0,1,5,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,11,0,,3,3,,,0,0,,,,,,,,5,0,,,,,,
17,1,19,Sambadani,inside,Con.,NO,CDC,0,1,0,2,5,9,1,0,8,7,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,33,0,,3,3,,,10,9,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569,25,,42,39,,,100,35,,,,,,,,51,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,14,Madina,inside,Con.,NO,CDC,1,0,0,5,1,0,0,2,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,10,0,,5,5,,,5,1,,,,,,,,5,0,,additional tests done after reporting,,,,
17,2,14,Nianguanabougou,inside,Con.,NO,CDC,1,4,0,0,2,3,0,1,3,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,14,0,,5,5,,,10,3,,,,,,,,10,0,,additional tests done after reporting,,,,
17,2,15,Tiko,inside,Con.,NO,CDC,0,3,0,1,8,0,2,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,15,0,,5,5,,,10,4,,,,,,,,10,0,,additional tests done after reporting,,,,
17,2,15,Kignele,inside,Con.,NO,CDC,2,3,9,0,5,0,16,2,8,12,,,,0,0,1,0,0,0,2,0,0,0,,,,,,,57,3,,8,8,,,30,11,,,,,,,,30,0,,additional tests done after reporting,,,,
17,2,16,Trekrouba,inside,Con.,NO,CDC,10,2,0,5,0,9,11,1,0,2,,,,1,0,0,0,0,0,1,0,0,0,,,,,,,40,2,,8,8,,,25,9,,,,,,,,30,0,,additional tests done after reporting,,,,
17,2,16,Balandougou,inside,Con.,NO,CDC,0,0,2,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,2,0,,2,2,,,0,0,,,,,,,,2,0,,additional tests done after reporting,,,,
17,2,18,Krekrelo,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,0,0,,,,,,,,5,0,,additional tests done after reporting,,,,
17,2,18,Korea,inside,Con.,NO,CDC,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0,,1,1,,,0,0,,,,,,,,1,0,,additional tests done after reporting,,,,
17,2,12,Farabale,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,0,0,,,,,,,,5,0,,additional tests done after reporting,,,,
17,2,12,Cissebougou,inside,Con.,NO,CDC,0,1,0,0,0,0,0,0,2,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,3,0,,3,3,,,0,0,,,,,,,,3,0,,additional tests done after reporting,,,,
17,2,19,Trekrou,inside,Con.,NO,CDC,3,0,1,7,2,0,5,1,4,0,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,23,1,,5,4,,,20,17,,,,,,,,20,1,,additional tests done after reporting,,,,
17,2,19,Sirakele,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,0,0,,,,,,,,5,0,,additional tests done after reporting,,,,
17,2,20,Balala,inside,Con.,NO,CDC,0,1,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,2,0,,0,0,,,0,0,,,,,,,,2,0,,additional tests done after reporting,,,,
17,2,20,Sambadani,inside,Con.,NO,CDC,0,0,0,0,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0,,0,0,,,0,0,,,,,,,,1,0,,additional tests done after reporting,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,6,,42,41,,,100,45,,,,,,,,129,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3,11,Madina,inside,Con.,NO,CDC,0,0,1,3,0,0,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,6,0,,,,,,1,1,,,,,,,,5,0,,additional tests done after reporting,,,,
17,3,11,Nianguanabougou,inside,Con.,NO,CDC,0,1,1,0,0,1,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,5,0,,,,,,0,0,,,,,,,,5,0,,additional tests done after reporting,,,,
17,3,13,Tiko,inside,Con.,NO,CDC,0,0,0,0,3,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,4,0,,,,,,2,0,,,,,,,,2,0,,additional tests done after reporting,,,,
17,3,13,Kignele,inside,Con.,NO,CDC,3,1,4,0,2,1,9,0,3,5,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,28,0,,,,,,10,2,,,,,,,,15,0,,additional tests done after reporting,,,,
17,3,16,Trekrouba,inside,Con.,NO,CDC,7,0,0,1,0,3,2,4,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,18,0,,,,,,3,1,,,,,,,,15,0,,additional tests done after reporting,,,,
17,3,16,Balandougou,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,0,0,,,,,,,,0,0,,additional tests done after reporting,,,,
17,3,18,Krekrelo,inside,Con.,NO,CDC,0,0,0,0,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0,,,,,,1,1,,,,,,,,0,0,,additional tests done after reporting,,,,
17,3,18,Korea,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,0,0,,,,,,,,0,0,,additional tests done after reporting,,,,
17,3,12,Farabale,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,0,0,,,,,,,,0,0,,additional tests done after reporting,,,,
17,3,12,Cissebougou,inside,Con.,NO,CDC,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0,,,,,,1,0,,,,,,,,0,0,,additional tests done after reporting,,,,
17,3,19,Trekrou,inside,Con.,NO,CDC,5,0,0,2,0,1,2,0,1,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,12,0,,,,,,2,0,,,,,,,,10,0,,additional tests done after reporting,,,,
17,3,19,Sirakele,inside,Con.,NO,CDC,1,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0,,,,,,1,1,,,,,,,,0,0,,additional tests done after reporting,,,,
17,3,14,Balala,inside,Con.,NO,CDC,0,1,0,3,0,0,2,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,6,0,,,,,,6,2,,,,,,,,5,0,,additional tests done after reporting,,,,
17,3,14,Sambadani,inside,Con.,NO,CDC,0,0,0,0,0,2,0,0,2,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,4,0,,,,,,3,1,,,,,,,,0,0,,additional tests done after reporting,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,,,,,,30,9,,,,,,,,57,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3,18,Kignele,inside,Con.,NO,CDC,2,0,2,0,1,0,5,0,1,6,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,17,0,,,,,,15,3,,,,,,,,,,,supplementary catch,,,,
17,3,18,Trekrouba,inside,Con.,NO,CDC,3,1,5,0,0,5,0,11,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,25,0,,,,,,20,3,,,,,,,,,,,supplementary catch,,,,
17,3,20,Trekrou,inside,Con.,NO,CDC,2,0,0,0,0,1,0,0,4,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,7,0,,,,,,6,2,,,,,,,,,,,supplementary catch,,,,
17,3,20,Balala,inside,Con.,NO,CDC,0,0,0,2,1,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,4,0,,,,,,4,3,,,,,,,,,,,supplementary catch,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,,,,,,45,11,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,4,8,Madina,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
17,4,8,Nianguanabougou,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
17,4,9,Tiko,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
17,4,9,Kignele,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
17,4,10,Trekrouba,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
17,4,10,Balandougou,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
17,4,11,Krekrelo,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
17,4,11,Korea,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
17,4,12,Farabale,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
17,4,12,Cissebougou,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
17,4,13,Trekrou,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
17,4,13,Sirakele,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
17,4,15,Balala,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
17,4,15,Sambadani,inside,Con.,NO,CDC,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
