year,Month,Date,Vilage,location,Dedication,Intrvention,Trap,1 Station female,2 Station female,3 Station female,4 Station female,5 Station female,6 Station female,7 Station female,8 Station female,9 Station female,10 Station female,,,,1 Station male,2 Station male,3 Station male,4 Station male,5 Station male,6 Station male,7 Station male,8 Station male,9 Station male,10 Station male,,,,Malaise suplementary catch male,Malaise suplementary catch female,,tot f,tot m,,Sample PCR species ident.,An. coluzzi,An. gambiae s.s.,,Sample age grading,>3 gon. Cyc.,< 3 gon. Cyc.,,Sample Anthrone females,Sample Anthrone males,Anthrone positive females,Anthrone positive males,,Sample ELISA,ELISA positive,,Remarcs,,,,
16,11,24-28,Trekrou,inside,Con.,NO,Malaise,22,10,5,3,6,17,8,23,9,12,,,,5,1,0,1,0,3,0,7,1,2,,,,,,,115,20,,2,1,,,20,3,,,,,,,,15,0,,,,,,
16,11,24-28,Sirakele,inside,Con.,NO,Malaise,1,0,0,8,1,2,5,5,0,3,,,,0,0,0,1,0,1,0,0,1,0,,,,,,,25,3,,2,2,,,10,6,,,,,,,,5,0,,,,,,
16,11,26-30,Balala,inside,Con.,NO,Malaise,0,0,5,0,9,6,0,2,1,7,,,,0,0,0,0,1,0,0,0,0,0,,,,,,,30,1,,2,1,,,10,2,,,,,,,,5,0,,,,,,
16,11,26-30,Sambadani,inside,Con.,NO,Malaise,2,1,16,3,11,5,18,4,3,0,,,,0,0,1,0,2,0,1,0,0,0,,,,,,,63,4,,2,1,,,20,10,,,,,,,,5,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1393,157,,28,19,,,200,55,,,,,,,,95,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,12,27-31,Madina,inside,Con.,NO,Malaise,0,5,1,0,3,1,0,2,0,1,,,,0,0,0,0,0,0,0,0,1,0,,,,,,,13,1,,2,2,,,5,1,,,,,,,,0,0,,,,,,
16,12,27-31,Nianguanabougou,inside,Con.,NO,Malaise,2,4,7,1,0,2,0,3,10,5,,,,0,0,0,0,0,0,0,0,2,0,,,,,,,34,2,,2,2,,,10,3,,,,,,,,5,0,,,,,,
16,12,24-28,Tiko,inside,Con.,NO,Malaise,7,1,0,8,13,2,5,0,3,8,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,47,0,,2,1,,,5,0,,,,,,,,5,0,,,,,,
16,12,24-28,Kignele,inside,Con.,NO,Malaise,11,4,30,8,9,2,6,24,18,5,,,,1,0,2,0,1,0,0,3,0,1,,,,,,,117,8,,2,0,,,10,4,,,,,,,,5,0,,,,,,
16,12,25-29,Trekrouba,inside,Con.,NO,Malaise,43,37,14,25,5,20,39,1,3,17,,,,2,5,0,1,0,0,4,0,1,2,,,,,,,204,15,,2,1,,,20,6,,,,,,,,7,0,,,,,,
16,12,18-22,Balandougou,inside,Con.,NO,Malaise,1,0,2,1,0,3,5,0,2,7,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,21,1,,2,2,,,5,4,,,,,,,,5,0,,,,,,
16,12,18-22,Krekrelo,inside,Con.,NO,Malaise,0,1,2,0,0,0,0,1,6,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,10,0,,2,2,,,5,1,,,,,,,,5,0,,,,,,
16,12,19-23,Korea,inside,Con.,NO,Malaise,3,0,4,1,1,2,0,0,3,2,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,16,0,,2,2,,,5,3,,,,,,,,0,0,,,,,,
16,12,19-23,Farabale,inside,Con.,NO,Malaise,5,1,0,2,1,0,3,1,0,4,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,17,0,,2,1,,,5,1,,,,,,,,5,0,,,,,,
16,12,20-24,Cissebougou,inside,Con.,NO,Malaise,1,4,4,0,0,1,0,7,2,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,20,0,,2,2,,,5,1,,,,,,,,5,0,,,,,,
16,12,20-24,Trekrou,inside,Con.,NO,Malaise,3,0,5,7,2,10,17,3,0,15,,,,0,0,1,0,0,2,0,0,0,1,,,,,,,62,4,,2,1,,,10,0,,,,,,,,5,0,,,,,,
16,12,23-27,Sirakele,inside,Con.,NO,Malaise,1,0,4,0,0,1,3,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,10,0,,2,1,,,5,1,,,,,,,,0,0,,,,,,
16,12,26-30,Balala,inside,Con.,NO,Malaise,1,0,0,2,0,1,0,0,6,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,11,0,,2,2,,,5,3,,,,,,,,0,0,,,,,,
16,12,26-30,Sambadani,inside,Con.,NO,Malaise,0,0,3,4,0,0,2,6,1,3,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,19,0,,2,2,,,5,2,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,31,,28,21,,,100,30,,,,,,,,47,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1,15-19,Madina,inside,Con.,NO,Malaise,0,1,0,0,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,2,0,,2,2,,,2,,,,,,,,,2,0,,,,,,
17,1,15-19,Nianguanabougou,inside,Con.,NO,Malaise,3,0,1,0,0,0,2,2,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,8,0,,2,2,,,4,2,,,,,,,,8,1,,,,,,
17,1,17-21,Tiko,inside,Con.,NO,Malaise,1,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0,,0,0,,,1,1,,,,,,,,1,0,,,,,,
17,1,18-22,Kignele,inside,Con.,NO,Malaise,0,1,0,4,1,9,3,5,0,2,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,25,0,,6,5,,,10,4,,,,,,,,10,0,,,,,,
17,1,18-22,Trekrouba,inside,Con.,NO,Malaise,25,6,13,17,2,4,6,1,23,7,,,,2,0,0,2,0,0,1,0,1,1,,,,,,,104,7,,6,4,,,20,5,,,,,,,,15,0,,,,,,
17,1,19-23,Balandougou,inside,Con.,NO,Malaise,3,1,1,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,6,0,,2,2,,,4,1,,,,,,,,6,0,,,,,,
17,1,19-23,Krekrelo,inside,Con.,NO,Malaise,0,0,0,0,1,0,0,2,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,3,0,,2,2,,,2,0,,,,,,,,3,0,,,,,,
17,1,20-24,Korea,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,0,0,,,,,,,,0,0,,,,,,
17,1,20-24,Farabale,inside,Con.,NO,Malaise,1,0,0,0,0,0,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,3,0,,2,2,,,2,1,,,,,,,,3,0,,,,,,
17,1,24-28,Cissebougou,inside,Con.,NO,Malaise,0,0,0,0,2,0,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,4,0,,2,2,,,2,1,,,,,,,,4,0,,,,,,
17,1,24-28,Trekrou,inside,Con.,NO,Malaise,2,6,9,1,6,0,1,5,0,3,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,33,2,,2,1,,,23,6,,,,,,,,10,0,,,,,,
17,1,25-29,Sirakele,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,0,0,,,,,,,,0,0,,,,,,
17,1,25-29,Balala,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,0,0,,,,,,,,0,0,,,,,,
17,1,26-30,Sambadani,inside,Con.,NO,Malaise,0,0,1,0,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,2,0,,2,2,,,0,0,,,,,,,,2,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,9,,28,24,,,70,21,,,,,,,,64,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1,20-24,Madina,inside,Con.,NO,Malaise,0,0,2,0,0,2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,4,0,,,,,,0,,,,,,,,,,,,supplementary catch,,,,
17,1,20-25,Nianguanabougou,inside,Con.,NO,Malaise,1,0,3,0,1,0,0,1,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,6,0,,,,,,0,,,,,,,,,,,,supplementary catch,,,,
17,1,22-26,Tiko,inside,Con.,NO,Malaise,0,0,1,0,0,2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,3,0,,,,,,0,,,,,,,,,,,,supplementary catch,,,,
17,1,23-27,Kignele,inside,Con.,NO,Malaise,0,2,1,2,0,5,2,1,0,4,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,17,0,,,,,,10,5,,,,,,,,,,,supplementary catch,,,,
17,1,23-28,Trekrouba,inside,Con.,NO,Malaise,16,3,4,8,0,17,8,1,10,2,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,69,2,,,,,,20,11,,,,,,,,,,,supplementary catch,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2,,,,,,30,16,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17-21,Madina,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,0,0,,,,,,,,0,0,,,,,,
17,2,17-21,Nianguanabougou,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,0,0,,,,,,,,0,0,,,,,,
17,2,18-22,Tiko,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,0,0,,,,,,,,0,0,,,,,,
17,2,18-22,Kignele,inside,Con.,NO,Malaise,1,0,2,0,2,1,2,0,0,2,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,10,0,,5,4,,,8,3,,,,,,,,10,0,,,,,,
17,2,23-27,Trekrouba,inside,Con.,NO,Malaise,0,3,4,1,6,2,0,3,5,0,,,,0,0,0,0,1,0,0,0,1,0,,,,,,,24,2,,5,5,,,21,3,,,,,,,,20,0,,,,,,
17,2,23-27,Balandougou,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,0,,,,,,,,,0,0,,,,,,
17,2,24-28,Krekrelo,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,0,,,,,,,,,0,0,,,,,,
17,2,24-28,Korea,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,0,,,,,,,,,0,0,,,,,,
17,2,16-20,Farabale,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,0,,,,,,,,,0,0,,,,,,
17,2,16-20,Cissebougou,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,0,,,,,,,,,0,0,,,,,,
17,2,21-25,Trekrou,inside,Con.,NO,Malaise,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0,,1,1,,,1,1,,,,,,,,1,0,,,,,,
17,2,21-25,Sirakele,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,0,,,,,,,,,0,0,,,,,,
17,2,22-26,Balala,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,0,,,,,,,,,0,0,,,,,,
17,2,22-26,Sambadani,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,0,,,0,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,,11,10,,,30,7,,,,,,,,31,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,22-26,Madina,inside,Con.,NO,Malaise,0,1,1,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,3,0,,0,0,,,2,2,,,,,,,,,,,supplementary catch,,,,
17,2,22-26,Nianguanabougou,inside,Con.,NO,Malaise,0,1,1,0,2,0,0,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,5,0,,2,2,,,3,1,,,,,,,,,,,supplementary catch,,,,
17,2,22-27,Tiko,inside,Con.,NO,Malaise,0,0,2,1,0,1,0,0,2,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,6,0,,5,5,,,5,4,,,,,,,,,,,supplementary catch,,,,
17,2,28-31,Kignele,inside,Con.,NO,Malaise,1,2,0,4,0,2,4,11,0,2,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,26,0,,5,4,,,25,5,,,,,,,,,,,supplementary catch,,,,
17,2,28-31,Trekrouba,inside,Con.,NO,Malaise,2,5,2,4,3,1,5,0,16,0,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,38,2,,5,5,,,35,13,,,,,,,,,,,supplementary catch,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,2,,17,16,,,70,25,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3,14-18,Madina,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0,,,,,,1,1,,,,,,,,1,0,,not in report 2016,,,,
17,3,14-18,Nianguanabougou,inside,Con.,NO,Malaise,0,0,0,2,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,2,0,,,,,,1,1,,,,,,,,2,0,,not in report 2017,,,,
17,3,14-18,Tiko,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,0,0,,not in report 2018,,,,
17,3,16-20,Kignele,inside,Con.,NO,Malaise,0,0,1,0,3,0,0,0,1,9,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,14,0,,,,,,12,3,,,,,,,,10,0,,not in report 2019,,,,
17,3,16-20,Trekrouba,inside,Con.,NO,Malaise,0,2,2,5,1,4,0,1,7,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,22,0,,,,,,20,4,,,,,,,,20,1,,not in report 2020,,,,
17,3,17-21,Balandougou,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,0,0,,not in report 2021,,,,
17,3,17-21,Krekrelo,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,0,0,,not in report 2022,,,,
17,3,18-22,Korea,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,0,0,,not in report 2023,,,,
17,3,16-20,Farabale,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,0,0,,not in report 2024,,,,
17,3,18-22,Cissebougou,inside,Con.,NO,Malaise,0,0,0,0,0,0,2,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,2,0,,,,,,1,1,,,,,,,,2,0,,not in report 2025,,,,
17,3,19-23,Trekrou,inside,Con.,NO,Malaise,0,0,3,0,0,4,0,1,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,8,0,,,,,,6,3,,,,,,,,8,0,,not in report 2026,,,,
17,3,19-23,Sirakele,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,0,0,,not in report 2027,,,,
17,3,20-24,Balala,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,0,0,,not in report 2028,,,,
17,3,20-24,Sambadani,inside,Con.,NO,Malaise,0,0,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0,,,,,,1,1,,,,,,,,1,0,,not in report 2029,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,,,,,,42,14,,,,,,,,44,1,,not in report 2030,,,,
